Bundling 6%
Bundling 17%
Bundling 23%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 86%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Scene03V3
Codec                h264
Output               /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene03-preview-candidate-v3.mp4
Concurrency          2x
Rendered 0/342
Rendered 1/342, time remaining: 50s
Rendered 2/342, time remaining: 25s
Rendered 3/342, time remaining: 20s
Rendered 4/342, time remaining: 15s
Rendered 5/342, time remaining: 14s
Rendered 6/342, time remaining: 12s
Rendered 7/342, time remaining: 12s
Rendered 8/342, time remaining: 10s
Rendered 9/342, time remaining: 10s
Rendered 10/342, time remaining: 9s
Rendered 11/342, time remaining: 9s
Rendered 12/342, time remaining: 8s
Rendered 13/342, time remaining: 8s
Rendered 14/342, time remaining: 8s
Rendered 15/342, time remaining: 8s
Rendered 16/342, time remaining: 7s
Rendered 17/342, time remaining: 7s
Rendered 18/342, time remaining: 7s
Rendered 19/342, time remaining: 7s
Rendered 20/342, time remaining: 7s
Rendered 21/342, time remaining: 7s
Rendered 22/342, time remaining: 7s
Rendered 23/342, time remaining: 7s
Rendered 24/342, time remaining: 6s
Rendered 25/342, time remaining: 6s
Rendered 26/342, time remaining: 6s
Rendered 27/342, time remaining: 6s
Rendered 28/342, time remaining: 6s
Rendered 29/342, time remaining: 6s
Rendered 30/342, time remaining: 6s
Rendered 31/342, time remaining: 6s
Rendered 32/342, time remaining: 6s
Rendered 33/342, time remaining: 6s
Rendered 34/342, time remaining: 6s
Rendered 35/342, time remaining: 6s
Rendered 36/342, time remaining: 6s
Rendered 37/342, time remaining: 6s
Rendered 38/342, time remaining: 6s
Rendered 39/342, time remaining: 6s
Rendered 40/342, time remaining: 5s
Rendered 41/342, time remaining: 5s
Rendered 42/342, time remaining: 5s
Rendered 43/342, time remaining: 5s
Rendered 44/342, time remaining: 5s
Rendered 45/342, time remaining: 5s
Rendered 46/342, time remaining: 5s
Rendered 47/342, time remaining: 5s
Rendered 48/342, time remaining: 5s
Rendered 49/342, time remaining: 5s
Rendered 50/342, time remaining: 5s
Rendered 51/342, time remaining: 5s
Rendered 52/342, time remaining: 5s
Rendered 53/342, time remaining: 5s
Rendered 54/342, time remaining: 5s
Rendered 55/342, time remaining: 5s
Rendered 56/342, time remaining: 5s
Rendered 57/342, time remaining: 5s
Rendered 58/342, time remaining: 5s
Rendered 59/342, time remaining: 5s
Rendered 60/342, time remaining: 5s
Rendered 61/342, time remaining: 5s
Rendered 62/342, time remaining: 5s
Rendered 63/342, time remaining: 5s
Rendered 64/342, time remaining: 5s
Rendered 65/342, time remaining: 5s
Rendered 66/342, time remaining: 5s
Rendered 67/342, time remaining: 5s
Rendered 68/342, time remaining: 5s
Rendered 69/342, time remaining: 5s
Rendered 70/342, time remaining: 5s
Rendered 71/342, time remaining: 5s
Rendered 72/342, time remaining: 5s
Rendered 73/342, time remaining: 5s
Rendered 74/342, time remaining: 5s
Rendered 75/342, time remaining: 5s
Rendered 76/342, time remaining: 4s
Rendered 77/342, time remaining: 4s
Rendered 78/342, time remaining: 4s
Rendered 79/342, time remaining: 4s
Rendered 80/342, time remaining: 4s
Rendered 81/342, time remaining: 4s
Rendered 82/342, time remaining: 4s
Rendered 83/342, time remaining: 4s
Rendered 84/342, time remaining: 4s
Rendered 85/342, time remaining: 4s
Rendered 86/342, time remaining: 4s
Rendered 87/342, time remaining: 4s
Rendered 88/342, time remaining: 4s
Rendered 89/342, time remaining: 4s
Rendered 90/342, time remaining: 4s
Rendered 91/342, time remaining: 4s
Rendered 92/342, time remaining: 4s
Rendered 93/342, time remaining: 4s
Rendered 94/342, time remaining: 4s
Rendered 95/342, time remaining: 4s
Rendered 96/342, time remaining: 4s
Rendered 97/342, time remaining: 4s
Rendered 98/342, time remaining: 4s
Rendered 99/342, time remaining: 4s
Rendered 100/342, time remaining: 4s
Rendered 101/342, time remaining: 4s
Rendered 102/342, time remaining: 4s
Rendered 103/342, time remaining: 4s
Rendered 104/342, time remaining: 4s
Rendered 105/342, time remaining: 4s
Rendered 106/342, time remaining: 4s
Rendered 107/342, time remaining: 4s
Rendered 108/342, time remaining: 4s
Rendered 109/342, time remaining: 4s
Rendered 110/342, time remaining: 4s
Rendered 111/342, time remaining: 4s
Rendered 112/342, time remaining: 4s
Rendered 113/342, time remaining: 4s
Rendered 114/342, time remaining: 4s
Rendered 115/342, time remaining: 4s
Rendered 116/342, time remaining: 4s
Rendered 117/342, time remaining: 4s
Rendered 118/342, time remaining: 4s
Rendered 119/342, time remaining: 4s
Rendered 120/342, time remaining: 4s
Rendered 121/342, time remaining: 4s
Rendered 122/342, time remaining: 4s
