Bundling 6%
Bundling 18%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 86%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Scene03V2
Codec                h264
Output               /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene03-preview-candidate-v2.mp4
Concurrency          2x
Rendered 0/210
Rendered 1/210, time remaining: 30s
Rendered 2/210, time remaining: 15s
Rendered 3/210, time remaining: 12s
Rendered 4/210, time remaining: 9s
Rendered 5/210, time remaining: 8s
Rendered 6/210, time remaining: 7s
Rendered 7/210, time remaining: 7s
Rendered 8/210, time remaining: 6s
Rendered 9/210, time remaining: 6s
Rendered 10/210, time remaining: 5s
Rendered 11/210, time remaining: 5s
Rendered 12/210, time remaining: 5s
Rendered 13/210, time remaining: 5s
Rendered 14/210, time remaining: 4s
Rendered 15/210, time remaining: 4s
Rendered 16/210, time remaining: 4s
Rendered 17/210, time remaining: 4s
Rendered 18/210, time remaining: 4s
Rendered 19/210, time remaining: 4s
Rendered 20/210, time remaining: 4s
Rendered 21/210, time remaining: 4s
Rendered 22/210, time remaining: 4s
Rendered 23/210, time remaining: 4s
Rendered 24/210, time remaining: 3s
Rendered 25/210, time remaining: 4s
Rendered 26/210, time remaining: 3s
Rendered 27/210, time remaining: 3s
Rendered 28/210, time remaining: 3s
Rendered 29/210, time remaining: 3s
Rendered 30/210, time remaining: 3s
Rendered 31/210, time remaining: 3s
Rendered 32/210, time remaining: 3s
Rendered 33/210, time remaining: 3s
Rendered 34/210, time remaining: 3s
Rendered 35/210, time remaining: 3s
Rendered 36/210, time remaining: 3s
Rendered 37/210, time remaining: 3s
Rendered 38/210, time remaining: 3s
Rendered 39/210, time remaining: 3s
Rendered 40/210, time remaining: 3s
Rendered 41/210, time remaining: 3s
Rendered 42/210, time remaining: 3s
Rendered 43/210, time remaining: 3s
Rendered 44/210, time remaining: 3s
Rendered 45/210, time remaining: 3s
Rendered 46/210, time remaining: 3s
Rendered 47/210, time remaining: 3s
Rendered 48/210, time remaining: 3s
Rendered 49/210, time remaining: 3s
Rendered 50/210, time remaining: 3s
Rendered 51/210, time remaining: 3s
Rendered 52/210, time remaining: 3s
Rendered 53/210, time remaining: 3s
Rendered 54/210, time remaining: 2s
Rendered 55/210, time remaining: 2s
Rendered 56/210, time remaining: 2s
Rendered 57/210, time remaining: 2s
Rendered 58/210, time remaining: 2s
Rendered 59/210, time remaining: 2s
Rendered 60/210, time remaining: 2s
Rendered 61/210, time remaining: 2s
Rendered 62/210, time remaining: 2s
Rendered 63/210, time remaining: 2s
Rendered 64/210, time remaining: 2s
Rendered 65/210, time remaining: 2s
Rendered 66/210, time remaining: 2s
Rendered 67/210, time remaining: 2s
Rendered 68/210, time remaining: 2s
Rendered 69/210, time remaining: 2s
Rendered 70/210, time remaining: 2s
Rendered 71/210, time remaining: 2s
Rendered 72/210, time remaining: 2s
Rendered 73/210, time remaining: 2s
Rendered 74/210, time remaining: 2s
Rendered 75/210, time remaining: 2s
Rendered 76/210, time remaining: 2s
Rendered 77/210, time remaining: 2s
Rendered 78/210, time remaining: 2s
Rendered 79/210, time remaining: 2s
Rendered 80/210, time remaining: 2s
Rendered 81/210, time remaining: 2s
Rendered 82/210, time remaining: 2s
Rendered 83/210, time remaining: 2s
Rendered 84/210, time remaining: 2s
Rendered 85/210, time remaining: 2s
Rendered 86/210, time remaining: 2s
Rendered 87/210, time remaining: 2s
Rendered 88/210, time remaining: 2s
Rendered 89/210, time remaining: 2s
Rendered 90/210, time remaining: 2s
Rendered 91/210, time remaining: 2s
Rendered 92/210, time remaining: 2s
Rendered 93/210, time remaining: 2s
Rendered 94/210, time remaining: 2s
Rendered 95/210, time remaining: 2s
Rendered 96/210, time remaining: 2s
Rendered 97/210, time remaining: 2s
Rendered 98/210, time remaining: 2s
Rendered 99/210, time remaining: 2s
Rendered 100/210, time remaining: 1s
Rendered 101/210, time remaining: 1s
Rendered 102/210, time remaining: 1s
Rendered 103/210, time remaining: 1s
Rendered 104/210, time remaining: 1s
Rendered 105/210, time remaining: 1s
Rendered 106/210, time remaining: 1s
Rendered 107/210, time remaining: 1s
Rendered 108/210, time remaining: 1s
Rendered 109/210, time remaining: 1s
Rendered 110/210, time remaining: 1s
Rendered 111/210, time remaining: 1s
Rendered 112/210, time remaining: 1s
Rendered 113/210, time remaining: 1s
Rendered 114/210, time remaining: 1s
Rendered 115/210, time remaining: 1s
Rendered 116/210, time remaining: 1s
Rendered 117/210, time remaining: 1s
Rendered 118/210, time remaining: 1s
Rendered 119/210, time remaining: 1s
Rendered 120/210, time remaining: 1s
Rendered 121/210, time remaining: 1s
Rendered 122/210, time remaining: 1s
Rendered 123/210, time remaining: 1s
Rendered 124/210, time remaining: 1s
Rendered 125/210, time remaining: 1s
Rendered 126/210, time remaining: 1s
Rendered 127/210, time remaining: 1s
Rendered 128/210, time remaining: 1s
Rendered 129/210, time remaining: 1s
Rendered 130/210, time remaining: 1s
Rendered 131/210, time remaining: 1s
Rendered 132/210, time remaining: 1s
Rendered 133/210, time remaining: 1s
Rendered 134/210, time remaining: 1s
Rendered 135/210, time remaining: 1s
Rendered 136/210, time remaining: 1s
Rendered 137/210, time remaining: 1s
Rendered 138/210, time remaining: 1s
Rendered 139/210, time remaining: 1s
Rendered 140/210, time remaining: 1s
Rendered 141/210, time remaining: 1s
Rendered 142/210, time remaining: 1s
Rendered 143/210, time remaining: 1s
Rendered 144/210, time remaining: 1s
Rendered 145/210, time remaining: 1s
Rendered 146/210, time remaining: 1s
Rendered 147/210, time remaining: 1s
Rendered 148/210, time remaining: 1s
Rendered 149/210, time remaining: 1s
Rendered 150/210, time remaining: 1s
Rendered 151/210, time remaining: 0s
Rendered 152/210, time remaining: 0s
Rendered 153/210, time remaining: 0s
Rendered 154/210, time remaining: 0s
Rendered 155/210, time remaining: 0s
Rendered 156/210, time remaining: 0s
Rendered 157/210, time remaining: 0s
Rendered 158/210, time remaining: 0s
Rendered 159/210, time remaining: 0s
Rendered 160/210, time remaining: 0s
Rendered 161/210, time remaining: 0s
Rendered 162/210, time remaining: 0s
Rendered 163/210, time remaining: 0s
Rendered 164/210, time remaining: 0s
Rendered 165/210, time remaining: 0s
Rendered 166/210, time remaining: 0s
Rendered 167/210, time remaining: 0s
Rendered 168/210, time remaining: 0s
Rendered 169/210, time remaining: 0s
Rendered 170/210, time remaining: 0s
Rendered 171/210, time remaining: 0s
Rendered 172/210, time remaining: 0s
Rendered 173/210, time remaining: 0s
Rendered 174/210, time remaining: 0s
Rendered 175/210, time remaining: 0s
Rendered 176/210, time remaining: 0s
Rendered 177/210, time remaining: 0s
Rendered 178/210, time remaining: 0s
Rendered 179/210, time remaining: 0s
Rendered 180/210, time remaining: 0s
Rendered 181/210, time remaining: 0s
Rendered 182/210, time remaining: 0s
Rendered 183/210, time remaining: 0s
