Bundling 6%
Bundling 18%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 86%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Scene02V2
Codec                h264
Output               /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene02-preview-candidate-v2.mp4
Concurrency          2x
Rendered 0/305
Rendered 1/305, time remaining: 39s
Rendered 2/305, time remaining: 19s
Rendered 3/305, time remaining: 16s
Rendered 4/305, time remaining: 12s
Rendered 5/305, time remaining: 11s
Rendered 6/305, time remaining: 9s
Rendered 7/305, time remaining: 9s
Rendered 8/305, time remaining: 8s
Rendered 9/305, time remaining: 8s
Rendered 10/305, time remaining: 7s
Rendered 11/305, time remaining: 7s
Rendered 12/305, time remaining: 7s
Rendered 13/305, time remaining: 7s
Rendered 14/305, time remaining: 6s
Rendered 15/305, time remaining: 6s
Rendered 16/305, time remaining: 6s
Rendered 17/305, time remaining: 6s
Rendered 18/305, time remaining: 6s
Rendered 19/305, time remaining: 6s
Rendered 20/305, time remaining: 6s
Rendered 21/305, time remaining: 6s
Rendered 22/305, time remaining: 5s
Rendered 23/305, time remaining: 6s
Rendered 24/305, time remaining: 5s
Rendered 25/305, time remaining: 5s
Rendered 26/305, time remaining: 5s
Rendered 27/305, time remaining: 5s
Rendered 28/305, time remaining: 5s
Rendered 29/305, time remaining: 5s
Rendered 30/305, time remaining: 5s
Rendered 31/305, time remaining: 5s
Rendered 32/305, time remaining: 5s
Rendered 33/305, time remaining: 5s
Rendered 34/305, time remaining: 5s
Rendered 35/305, time remaining: 5s
Rendered 36/305, time remaining: 5s
Rendered 37/305, time remaining: 5s
Rendered 38/305, time remaining: 5s
Rendered 39/305, time remaining: 5s
Rendered 40/305, time remaining: 5s
Rendered 41/305, time remaining: 5s
Rendered 42/305, time remaining: 5s
Rendered 43/305, time remaining: 5s
Rendered 44/305, time remaining: 4s
Rendered 45/305, time remaining: 4s
Rendered 46/305, time remaining: 4s
Rendered 47/305, time remaining: 4s
Rendered 48/305, time remaining: 4s
Rendered 49/305, time remaining: 4s
Rendered 50/305, time remaining: 4s
Rendered 51/305, time remaining: 4s
Rendered 52/305, time remaining: 4s
Rendered 53/305, time remaining: 4s
Rendered 54/305, time remaining: 4s
Rendered 55/305, time remaining: 4s
Rendered 56/305, time remaining: 4s
Rendered 57/305, time remaining: 4s
Rendered 58/305, time remaining: 4s
Rendered 59/305, time remaining: 4s
Rendered 60/305, time remaining: 4s
Rendered 61/305, time remaining: 4s
Rendered 62/305, time remaining: 4s
Rendered 63/305, time remaining: 4s
Rendered 64/305, time remaining: 4s
Rendered 65/305, time remaining: 4s
Rendered 66/305, time remaining: 4s
Rendered 67/305, time remaining: 4s
Rendered 68/305, time remaining: 4s
Rendered 69/305, time remaining: 4s
Rendered 70/305, time remaining: 4s
Rendered 71/305, time remaining: 4s
Rendered 72/305, time remaining: 4s
Rendered 73/305, time remaining: 4s
Rendered 74/305, time remaining: 4s
Rendered 75/305, time remaining: 4s
Rendered 76/305, time remaining: 4s
Rendered 77/305, time remaining: 4s
Rendered 78/305, time remaining: 4s
Rendered 79/305, time remaining: 4s
Rendered 80/305, time remaining: 4s
Rendered 81/305, time remaining: 4s
Rendered 82/305, time remaining: 3s
Rendered 83/305, time remaining: 3s
Rendered 84/305, time remaining: 3s
Rendered 85/305, time remaining: 3s
Rendered 86/305, time remaining: 3s
Rendered 87/305, time remaining: 3s
Rendered 88/305, time remaining: 3s
Rendered 89/305, time remaining: 3s
Rendered 90/305, time remaining: 3s
Rendered 91/305, time remaining: 3s
Rendered 92/305, time remaining: 3s
Rendered 93/305, time remaining: 3s
Rendered 94/305, time remaining: 3s
Rendered 95/305, time remaining: 3s
Rendered 96/305, time remaining: 3s
Rendered 97/305, time remaining: 3s
Rendered 98/305, time remaining: 3s
Rendered 99/305, time remaining: 3s
Rendered 100/305, time remaining: 3s
Rendered 101/305, time remaining: 3s
